run_timestamp,run_date,wallet_label,coldkey,hotkey,hotkey_name,current_alpha,period_start_alpha,earned_alpha,notes
2026-06-08 21:30:43 UTC,2026-06-08,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30625.985917,30588.847773,37.138144,validators:1T1B.AI
2026-06-08 21:31:14 UTC,2026-06-08,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,30860.257043,30826.059342,34.197701,validators:TAO.com
2026-06-08 21:31:46 UTC,2026-06-08,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1603.948826,1602.171415,1.777411,validators:TAO.com
2026-06-08 21:32:17 UTC,2026-06-08,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9892.366974,9882.448581,9.918393,validators:Rizzo (Insured)
2026-06-08 21:32:48 UTC,2026-06-08,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6554.380218,6547.108954,7.271265,validators:Tensorplex Labs
2026-06-08 21:33:19 UTC,2026-06-08,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8323.018132,8312.869227,10.148904,validators:Datura
2026-06-09 21:25:06 UTC,2026-06-09,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,30507.031543,30478.417155,28.614389,validators:Ditto
2026-06-09 21:25:37 UTC,2026-06-09,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30665.341563,30630.162478,35.179085,validators:1T1B.AI
2026-06-09 21:26:08 UTC,2026-06-09,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,30896.205621,30864.034339,32.171281,validators:TAO.com
2026-06-09 21:26:39 UTC,2026-06-09,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1605.817238,1604.145150,1.672089,validators:TAO.com
2026-06-09 21:27:11 UTC,2026-06-09,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9902.837145,9893.465451,9.371694,validators:Rizzo (Insured)
2026-06-09 21:27:42 UTC,2026-06-09,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6562.422556,6555.187528,7.235028,validators:Tensorplex Labs
2026-06-09 21:28:13 UTC,2026-06-09,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8334.253507,8324.143222,10.110285,validators:Datura
2026-06-10 22:30:23 UTC,2026-06-10,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,30541.720277,30512.003988,29.716289,validators:Ditto
2026-06-10 22:30:55 UTC,2026-06-10,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30708.152207,30671.454117,36.698090,validators:1T1B.AI
2026-06-10 22:31:26 UTC,2026-06-10,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,30935.180460,30901.815765,33.364695,validators:TAO.com
2026-06-10 22:31:57 UTC,2026-06-10,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1607.842939,1606.108823,1.734116,validators:TAO.com
2026-06-10 22:32:29 UTC,2026-06-10,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9914.249506,9904.477855,9.771651,validators:Rizzo (Insured)
2026-06-10 22:33:00 UTC,2026-06-10,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6570.320290,6563.215659,7.104631,validators:Tensorplex Labs
2026-06-10 22:33:32 UTC,2026-06-10,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8345.275377,8335.364403,9.910975,validators:Datura
2026-06-11 22:24:29 UTC,2026-06-11,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,30574.631026,30545.042945,29.588081,validators:Ditto
2026-06-11 22:25:01 UTC,2026-06-11,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30749.332451,30712.231151,37.101301,validators:1T1B.AI
2026-06-11 22:25:33 UTC,2026-06-11,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,30972.599946,30938.903891,33.696056,validators:TAO.com
2026-06-11 22:26:04 UTC,2026-06-11,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1609.787801,1608.036463,1.751338,validators:TAO.com
2026-06-11 22:26:35 UTC,2026-06-11,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9925.142456,9915.333452,9.809004,validators:Rizzo (Insured)
2026-06-11 22:27:07 UTC,2026-06-11,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6578.243962,6571.113334,7.130627,validators:Tensorplex Labs
2026-06-11 22:27:39 UTC,2026-06-11,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8356.459274,8346.380214,10.079060,validators:Datura
2026-06-12 21:20:13 UTC,2026-06-12,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,30605.881758,30576.272515,29.609244,validators:Ditto
2026-06-12 21:20:44 UTC,2026-06-12,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30788.248665,30751.396737,36.851928,validators:1T1B.AI
2026-06-12 21:21:15 UTC,2026-06-12,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31008.136348,30974.492835,33.643512,validators:TAO.com
2026-06-12 21:21:46 UTC,2026-06-12,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1611.634791,1609.886183,1.748607,validators:TAO.com
2026-06-12 21:22:17 UTC,2026-06-12,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9935.489052,9925.689604,9.799448,validators:Rizzo (Insured)
2026-06-12 21:22:49 UTC,2026-06-12,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6585.750127,6578.639956,7.110171,validators:Tensorplex Labs
2026-06-12 21:23:20 UTC,2026-06-12,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8367.013292,8357.019609,9.993683,validators:Datura
2026-06-13 20:08:59 UTC,2026-06-13,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,30636.833875,30609.154409,27.679466,validators:Ditto
2026-06-13 20:09:30 UTC,2026-06-13,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30826.634243,30792.316231,34.318012,validators:1T1B.AI
2026-06-13 20:10:02 UTC,2026-06-13,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31043.312890,31011.825606,31.487284,validators:TAO.com
2026-06-13 20:10:33 UTC,2026-06-13,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1445.463077,1611.826538,-166.363462,validators:TAO.com
2026-06-13 20:11:04 UTC,2026-06-13,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9945.884603,9936.569926,9.314677,validators:Rizzo (Insured)
2026-06-13 20:11:35 UTC,2026-06-13,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6593.178187,6586.534598,6.643589,validators:Tensorplex Labs
2026-06-13 20:12:08 UTC,2026-06-13,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8177.442983,8368.111334,-190.668352,validators:Datura
2026-06-14 20:23:13 UTC,2026-06-14,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,30669.475164,30641.694086,27.781078,validators:Ditto
2026-06-14 20:23:45 UTC,2026-06-14,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,30867.022108,30832.623534,34.398574,validators:1T1B.AI
2026-06-14 20:24:16 UTC,2026-06-14,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31080.113580,31048.823561,31.290019,validators:TAO.com
2026-06-14 20:24:50 UTC,2026-06-14,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1447.176619,1445.719669,1.456950,validators:TAO.com
2026-06-14 20:25:22 UTC,2026-06-14,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9956.759508,9947.522196,9.237312,validators:Rizzo (Insured)
2026-06-14 20:25:53 UTC,2026-06-14,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6600.980421,6594.342975,6.637445,validators:Tensorplex Labs
2026-06-14 20:26:26 UTC,2026-06-14,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8188.046623,8179.041062,9.005561,validators:Datura
2026-06-16 22:34:52 UTC,2026-06-16,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,3436.343493,3432.649026,3.694467,validators:Ditto
2026-06-16 22:35:23 UTC,2026-06-16,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5G9hfkx9wGB1,1T1B.AI,3644.710913,3639.847278,4.863635,validators:1T1B.AI
2026-06-16 22:35:54 UTC,2026-06-16,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31158.488229,31122.952865,35.535364,validators:TAO.com
2026-06-16 22:36:26 UTC,2026-06-16,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1450.825961,1449.171336,1.654625,validators:TAO.com
2026-06-16 22:36:57 UTC,2026-06-16,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9979.792228,9969.342652,10.449576,validators:Rizzo (Insured)
2026-06-16 22:37:28 UTC,2026-06-16,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6618.064251,6610.103568,7.960683,validators:Tensorplex Labs
2026-06-16 22:37:59 UTC,2026-06-16,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8211.269800,8200.291774,10.978026,validators:Datura
2026-06-17 22:22:45 UTC,2026-06-17,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,16962.609534,3436.536404,13526.073131,validators:Ditto
2026-06-17 22:23:17 UTC,2026-06-17,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17171.334933,33407.066955,-16235.732022,validators:Ditto+1T1B.AI
2026-06-17 22:24:04 UTC,2026-06-17,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31196.522637,31160.374515,36.148121,validators:TAO.com
2026-06-17 22:24:35 UTC,2026-06-17,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1452.596949,1450.913792,1.683157,validators:TAO.com
2026-06-17 22:25:06 UTC,2026-06-17,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),9990.632528,9980.340315,10.292213,validators:Rizzo (Insured)
2026-06-17 22:25:37 UTC,2026-06-17,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6626.592515,6618.496732,8.095783,validators:Tensorplex Labs
2026-06-17 22:26:08 UTC,2026-06-17,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8221.472827,8211.886946,9.585881,validators:Datura
2026-06-18 22:33:06 UTC,2026-06-18,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,16981.831355,16963.579483,18.251872,validators:Ditto
2026-06-18 22:33:37 UTC,2026-06-18,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17191.652928,17172.362105,19.290824,validators:Ditto+1T1B.AI
2026-06-18 22:34:24 UTC,2026-06-18,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31235.080259,31198.450589,36.629670,validators:TAO.com
2026-06-18 22:34:55 UTC,2026-06-18,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1454.392299,1452.686720,1.705579,validators:TAO.com
2026-06-18 22:35:26 UTC,2026-06-18,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),10001.706759,9991.173719,10.533040,validators:Rizzo (Insured)
2026-06-18 22:35:57 UTC,2026-06-18,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6634.743739,6627.006894,7.736845,validators:Tensorplex Labs
2026-06-18 22:36:28 UTC,2026-06-18,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8231.829724,8222.098241,9.731483,validators:Datura
2026-06-19 20:50:09 UTC,2026-06-19,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,16998.964745,16982.781728,16.183017,validators:Ditto
2026-06-19 20:50:40 UTC,2026-06-19,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17209.751952,17192.658095,17.093856,validators:Ditto+1T1B.AI
2026-06-19 20:51:26 UTC,2026-06-19,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31269.862263,31237.008896,32.853368,validators:TAO.com
2026-06-19 20:51:58 UTC,2026-06-19,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1456.011846,1454.482102,1.529744,validators:TAO.com
2026-06-19 20:52:29 UTC,2026-06-19,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),10011.970169,10002.275798,9.694371,validators:Rizzo (Insured)
2026-06-19 20:53:00 UTC,2026-06-19,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6642.198232,6635.152234,7.045998,validators:Tensorplex Labs
2026-06-19 20:53:31 UTC,2026-06-19,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8241.437799,8232.374822,9.062977,validators:Datura
2026-06-20 20:08:17 UTC,2026-06-20,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,17018.015119,17001.831466,16.183653,validators:Ditto
2026-06-20 20:08:49 UTC,2026-06-20,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17229.915612,17212.774321,17.141290,validators:Ditto+1T1B.AI
2026-06-20 20:09:36 UTC,2026-06-20,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31308.458677,31275.584454,32.874223,validators:TAO.com
2026-06-20 20:10:07 UTC,2026-06-20,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1457.809003,1456.278287,1.530715,validators:TAO.com
2026-06-20 20:10:38 UTC,2026-06-20,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),10023.343961,10013.673312,9.670649,validators:Rizzo (Insured)
2026-06-20 20:11:09 UTC,2026-06-20,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6650.423575,6643.441207,6.982368,validators:Tensorplex Labs
2026-06-20 20:11:40 UTC,2026-06-20,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8252.261590,8243.015773,9.245816,validators:Datura
2026-06-21 20:50:03 UTC,2026-06-21,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,17037.083518,17020.868080,16.215438,validators:Ditto
2026-06-21 20:50:34 UTC,2026-06-21,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17250.146156,17232.945735,17.200421,validators:Ditto+1T1B.AI
2026-06-21 20:51:20 UTC,2026-06-21,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31347.373477,31314.312915,33.060562,validators:TAO.com
2026-06-21 20:51:51 UTC,2026-06-21,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1459.620984,1458.081592,1.539392,validators:TAO.com
2026-06-21 20:52:22 UTC,2026-06-21,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),10034.782089,10025.057843,9.724246,validators:Rizzo (Insured)
2026-06-21 20:52:54 UTC,2026-06-21,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6658.656589,6651.645710,7.010879,validators:Tensorplex Labs
2026-06-21 20:53:25 UTC,2026-06-21,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8263.293519,8253.927319,9.366199,validators:Datura
2026-06-22 22:23:21 UTC,2026-06-22,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,17056.739784,17039.888152,16.851631,validators:Ditto
2026-06-22 22:23:52 UTC,2026-06-22,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17271.069409,17253.129406,17.940004,validators:Ditto+1T1B.AI
2026-06-22 22:24:39 UTC,2026-06-22,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31387.624582,31353.157095,34.467487,validators:TAO.com
2026-06-22 22:25:10 UTC,2026-06-22,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1461.495188,1459.890285,1.604902,validators:TAO.com
2026-06-22 22:25:41 UTC,2026-06-22,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),10046.618774,10036.491742,10.127033,validators:Rizzo (Insured)
2026-06-22 22:26:13 UTC,2026-06-22,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6667.284424,6659.896988,7.387436,validators:Tensorplex Labs
2026-06-22 22:26:44 UTC,2026-06-22,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8274.994577,8265.037822,9.956755,validators:Datura
2026-06-23 21:19:56 UTC,2026-06-23,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,17074.795925,17058.634051,16.161874,validators:Ditto
2026-06-23 21:20:27 UTC,2026-06-23,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17290.237914,17273.086064,17.151850,validators:Ditto+1T1B.AI
2026-06-23 21:21:13 UTC,2026-06-23,Wallet3_taobotE2L,5CZtgF1xChRMKXrihA62smGMvhtRCaSsyz1tRqngCJQoVL4f,5HK5tp6t2S59,TAO.com,31424.604775,31391.549254,33.055520,validators:TAO.com
2026-06-23 21:21:44 UTC,2026-06-23,Wallet4_TAOcom,5FnxK1znrcQka73mPaHJgY4s14ryGVvmXtUwFHw9so2AdWsE,5HK5tp6t2S59,TAO.com,1463.217088,1461.677931,1.539157,validators:TAO.com
2026-06-23 21:22:15 UTC,2026-06-23,Wallet5_TAOcom,5DcFxprQ9LCwezrjetRwfJeAd2bVTVgzu3eENRg9tGNnD9on,5CFtzzb4vym9,Rizzo (Insured),10057.537178,10047.760441,9.776737,validators:Rizzo (Insured)
2026-06-23 21:22:46 UTC,2026-06-23,Wallet6_taobotTAOcom,5GUEJ2h8anTrN2UpJTTyPopbKKCRkAC3WsFc2wrqTbFpmN6U,5E4z3h9yVhmQ,Tensorplex Labs,6675.121525,6668.105744,7.015780,validators:Tensorplex Labs
2026-06-23 21:23:18 UTC,2026-06-23,Wallet7_DittoTAOcom,5HYKqWwQgcWnRNbzCwX6gDA9RF6VBdAmaKxJFyQ17NUTiHGg,5GP7c3fFazW9,Datura,8285.508749,8276.129794,9.378954,validators:Datura
2026-06-24 17:25:35 UTC,2026-06-24,Wallet1_Ditto,5GU1RuZTnencf9ETjtStxSWrh5UyMUxpJDjy5Y74fCnvLCPJ,5HmP9732JFjn,Ditto,17090.406120,17076.641397,13.764723,validators:Ditto
2026-06-24 17:26:07 UTC,2026-06-24,Wallet2_1T1BAI,5F9tvGHYMkoJ95biTvmscmnW6bxzXq5VUsGhX4q4fZvpu2sy,5HmP9732JFjn+5G9hfkx9wGB1,Ditto+1T1B.AI,17307.016922,17292.224372,14.792550,validators:Ditto+1T1B.AI
